,ASX code,Company name,Security type,ISIN code,hashtags,cashtags
1884,WBC,WESTPAC BANKING CORP,ORDINARY FULLY PAID,AU000000WBC1,#WBC,$WBC
1885,WSI,WESTSTAR INDUSTRIAL,ORDINARY FULLY PAID,AU000000WSI2,#WSI,$WSI
1886,WSP,WHISPIR LIMITED,ORDINARY FULLY PAID,AU0000047839,#WSP,$WSP
1887,WCN,WHITE CLIFF MIN LTD,ORDINARY FULLY PAID,AU000000WCN6,#WCN,$WCN
1888,WEC,WHITE ENERGY COMPANY,ORDINARY FULLY PAID,AU000000WEC5,#WEC,$WEC
1889,WRM,WHITE ROCK MIN LTD,ORDINARY FULLY PAID,AU000000WRM6,#WRM,$WRM
1890,WBE,WHITEBARK ENERGY,ORDINARY FULLY PAID,AU000000WBE7,#WBE,$WBE
1891,WHF,WHITEFIELD LTD,ORDINARY FULLY PAID,AU000000WHF1,#WHF,$WHF
1892,WHC,WHITEHAVEN COAL,ORDINARY FULLY PAID,AU000000WHC8,#WHC,$WHC
1893,WHK,WHITEHAWK LIMITED,ORDINARY FULLY PAID,AU000000WHK1,#WHK,$WHK
1894,WOA,WIDE OPEN AGRICULTUR,ORDINARY FULLY PAID,AU0000010464,#WOA,$WOA
1895,WIN,WIDGIENICKELLIMITED,ORDINARY FULLY PAID,AU0000172041,#WIN,$WIN
1896,WC8,WILDCAT RESOURCES,ORDINARY FULLY PAID,AU0000096828,#WC8,$WC8
1897,WMC,WILUNA MINING CORP,ORDINARY FULLY PAID,AU0000164139,#WMC,$WMC
1898,WEL,WINCHESTER ENERGY,ORDINARY FULLY PAID,AU000000WEL6,#WEL,$WEL
1899,WNR,WINGARA AG LTD,ORDINARY FULLY PAID,AU000000WNR4,#WNR,$WNR
1900,WR1,WINSOME RESOURCES,ORDINARY FULLY PAID,AU0000182628,#WR1,$WR1
1901,WTC,WISETECH GLOBAL LTD,ORDINARY FULLY PAID,AU000000WTC3,#WTC,$WTC
1902,WWG,WISEWAYGROUPLTD,ORDINARY FULLY PAID,AU0000027195,#WWG,$WWG
1903,WZR,WISR LTD,ORDINARY FULLY PAID,AU0000004129,#WZR,$WZR
1904,WOO,WOOBOARD TECH LTD,ORDINARY FULLY PAID,AU0000132847,#WOO,$WOO
1905,WPL,WOODSIDE PETROLEUM,ORDINARY FULLY PAID,AU000000WPL2,#WPL,$WPL
1906,WOW,WOOLWORTHS GROUP LTD,ORDINARY FULLY PAID,AU000000WOW2,#WOW,$WOW
1907,WML,WOOMERA MINING LTD,ORDINARY FULLY PAID,AU0000004053,#WML,$WML
1908,WOR,WORLEY LIMITED,ORDINARY FULLY PAID,AU000000WOR2,#WOR,$WOR
1909,WTL,WT FINANCIAL GRP LTD,ORDINARY FULLY PAID,AU0000065054,#WTL,$WTL
1910,X2M,X2M CONNECT LIMITED,ORDINARY FULLY PAID,AU0000168676,#X2M,$X2M
1911,XAM,XANADU MINES LTD,ORDINARY FULLY PAID,AU000000XAM0,#XAM,$XAM
1912,XTC,XANTIPPE RES LTD,ORDINARY FULLY PAID,AU0000076879,#XTC,$XTC
1913,XRO,XERO LTD,ORDINARY FULLY PAID,NZXROE0001S2,#XRO,$XRO
1914,XF1,XREF LIMITED,ORDINARY FULLY PAID,AU0000038531,#XF1,$XF1
1915,XRF,XRF SCIENTIFIC,ORDINARY FULLY PAID,AU000000XRF8,#XRF,$XRF
1916,XST,XSTATE RESOURCES,ORDINARY FULLY PAID,AU000000XST7,#XST,$XST
1917,XTE,XTEK LIMITED.,ORDINARY FULLY PAID,AU000000XTE7,#XTE,$XTE
1918,YAL,YANCOAL AUST LTD,ORDINARY FULLY PAID,AU000000YAL0,#YAL,$YAL
1919,YRL,YANDAL RESOURCES,ORDINARY FULLY PAID,AU0000028409,#YRL,$YRL
1920,YBR,YELLOW BRICK ROAD,ORDINARY FULLY PAID,AU000000YBR5,#YBR,$YBR
1921,YOJ,YOJEE LIMITED,ORDINARY FULLY PAID,AU000000YOJ5,#YOJ,$YOJ
1922,YFZ,YOUFOODZ,ORDINARY FULLY PAID,AU0000114795,#YFZ,$YFZ
1923,YOW,YOWIE GROUP,ORDINARY FULLY PAID,AU000000YOW8,#YOW,$YOW
1924,YPB,YPB GROUP LTD,ORDINARY FULLY PAID,AU000000YPB9,#YPB,$YPB
1925,ZLD,ZELIRA THERAPEUTICS,ORDINARY FULLY PAID,AU000000ZLD1,#ZLD,$ZLD
1926,ZNC,ZENITH MINERALS LTD,ORDINARY FULLY PAID,AU000000ZNC9,#ZNC,$ZNC
1927,ZEO,ZEOTECH LIMITED,ORDINARY FULLY PAID,AU0000122285,#ZEO,$ZEO
1928,ZER,ZETA RESOURCES LTD,ORDINARY FULLY PAID,BMG9895P1068,#ZER,$ZER
1929,ZEU,ZEUS RESOURCES LTD,ORDINARY FULLY PAID,AU000000ZEU0,#ZEU,$ZEU
1930,ZGL,ZICOM GROUP LIMITED,ORDINARY FULLY PAID,AU000000ZGL4,#ZGL,$ZGL
1931,ZMM,ZIMI LTD,ORDINARY FULLY PAID,AU0000147753,#ZMM,$ZMM
1932,ZMI,ZINC OF IRELAND NL,ORDINARY FULLY PAID,AU000000ZMI8,#ZMI,$ZMI
1933,Z1P,ZIP CO LTD.,ORDINARY FULLY PAID,AU000000Z1P6,#Z1P,$Z1P
1934,Z2U,ZOOM2UTECHNOLOGIES,ORDINARY FULLY PAID,AU0000169906,#Z2U,$Z2U
1935,ZNO,ZOONO GROUP LTD,ORDINARY FULLY PAID,AU000000ZNO4,#ZNO,$ZNO
1936,ZAG,ZULEIKA GOLD LTD,ORDINARY FULLY PAID,AU0000135220,#ZAG,$ZAG
